segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
381,0,0,CADC0884,1.0,0.2653846153846154,0.06686046511627906,0.5586872790827627,0.34845561915092516,0.5902983347486709,0.01216058528380893,0.2706050536250442,0.0,0.2,0.25,0.016666666666666666,0.08984375,0.006780036895909687,0.00022661212851937185,0.08601629169899147,0.2653846153846154,0.14815225372763605,0.15353960841875017
382,0,0,CADC0884,1.0,0.25769230769230766,0.06492248062015504,0.572651060405829,0.3178436911425499,0.5637731254120435,0.01289834841027536,0.2591561853879717,0.0,0.2,0.25,0.04583333333333333,0.08203125,0.0064677904791822305,0.00027911687990923026,0.08359193173002327,0.25769230769230766,0.13878938722378104,0.14378580517404135
383,0,1,CADC0884,1.0,0.27307692307692305,0.0687984496124031,0.572982419353863,0.23031111789103595,0.4799036473562157,0.01158532282325287,0.27534813103706457,0.0,0.2,0.25,0.0625,0.10546875,0.004398236059515242,0.0003260592730829004,0.08844065166795965,0.27307692307692305,0.09541017294844831,0.09891257171300585
384,0,0,CADC0884,1.0,0.2653846153846154,0.06686046511627906,0.579065627611034,0.19569371361986454,0.4423687925679429,0.012861963899522981,0.2867011130393686,0.0,0.2,0.25,0.05416666666666667,0.09375,0.0040089569283923735,0.00024184901692833897,0.08601629169899147,0.2653846153846154,0.08320274697993585,0.0862283014264381
385,0,1,CADC0884,1.0,0.25384615384615383,0.06395348837209303,0.6111148223405273,0.22959932580536377,0.4791614749739246,0.010654909624441218,0.27365740624078866,0.0,0.2,0.25,0.04583333333333333,0.09765625,0.0049765044123802485,0.00028449685163052345,0.08237975174553917,0.25384615384615383,0.10163004802584047,0.10526950245901942
386,0,1,CADC0884,1.0,0.25,0.06298449612403101,0.6252558864108805,0.18844679259319405,0.4341004980098254,0.012430294557408336,0.2794578208915378,0.0,0.2,0.25,0.05416666666666667,0.0859375,0.004257392336391717,0.00026442125198823267,0.08116757176105509,0.25,0.08457278575117748,0.08758496717235649
387,0,1,CADC0884,1.0,0.2692307692307692,0.06782945736434108,0.6270221010810944,0.16812074892272644,0.41002103963915265,0.013347796005937024,0.28239071759258894,0.0,0.2,0.25,0.058333333333333334,0.09375,0.0033631303490190474,0.0002124491280219125,0.08722847168347557,0.2692307692307692,0.07055129230983263,0.07312912800140664
388,0,0,CADC0884,1.0,0.25,0.061046511627906974,0.6726632782074633,0.19761935887106274,0.44453997608838897,0.011264684258862054,0.24370960284319337,0.0,0.2,0.25,0.029166666666666667,0.0859375,0.004802676495152339,0.00037484872174324405,0.08844065166795965,0.24230769230769228,0.08868932958761973,0.09443539883977695
389,0,1,CADC0884,1.0,0.2653846153846154,0.06686046511627906,0.6808204497875793,0.19173003932241015,0.43786582663469115,0.0123879268030724,0.26030650789711296,0.0,0.2,0.25,0.06666666666666667,0.09375,0.003936412630619821,0.0003437645024540035,0.08601629169899147,0.2653846153846154,0.08151751865265651,0.08448179206910426
390,0,1,CADC0884,1.0,0.29615384615384616,0.07461240310077519,0.6455769602974544,0.1316804388056996,0.36287339055608103,0.012002600112506479,0.29611286384277513,0.021739130434782608,0.2,0.25,0.07916666666666666,0.1171875,0.0024708956966362316,0.00033974695318166336,0.09571373157486424,0.29615384615384616,0.05065430505577846,0.052561290669123475
391,0,1,CADC0884,1.0,0.25769230769230766,0.06492248062015504,0.6515786364285768,0.11905845397557875,0.34504374795861004,0.013906079479897047,0.268101580373155,0.0,0.2,0.25,0.04583333333333333,0.1015625,0.0025253842454810564,0.00014849298317973073,0.08359193173002327,0.25769230769230766,0.051987975010280886,0.05385954212185569
392,0,1,CADC0884,1.0,0.2461538461538461,0.06201550387596899,0.6516146990907778,0.14086956789008476,0.37532143498575044,0.010923801326080666,0.26520062165840724,0.0,0.2,0.25,0.0625,0.1015625,0.0033583766277765384,0.00031918947037467193,0.07995539177657099,0.24615384615384617,0.06411109819038326,0.06638169959573928
393,0,1,CADC0884,1.0,0.25769230769230766,0.06492248062015504,0.6331895034887435,0.12980546514721328,0.3602806326860982,0.012361157372571374,0.2724528856193004,0.0,0.2,0.25,0.0625,0.09765625,0.0029035406317461173,0.0002684437923056593,0.08359193173002327,0.25769230769230766,0.056680756828825625,0.05872126408582039
394,0,1,CADC0884,1.0,0.28846153846153844,0.07267441860465117,0.6117097522295869,0.1722288174017708,0.41500037208921925,0.015279010293145726,0.27062073867845365,0.0,0.2,0.25,0.0375,0.09765625,0.002969803101692799,0.00013591848825891584,0.09328937160589605,0.28846153846153844,0.06786820291096739,0.07040303941629353
395,0,0,CADC0884,1.0,0.2692307692307692,0.06782945736434108,0.5896468722446457,0.2609769505850189,0.510855497480666,0.01149578082367158,0.24821150900014693,0.0,0.2,0.25,0.041666666666666664,0.10546875,0.004998117573192356,0.00031079137372418765,0.08722847168347557,0.2692307692307692,0.10951807700327033,0.11351969905820557
396,0,1,CADC0884,1.0,0.28076923076923077,0.07073643410852713,0.5844123167680702,0.23998491300269983,0.4898788641095634,0.012920491455415128,0.2627970792539957,0.0,0.2,0.25,0.05416666666666667,0.11328125,0.0043064615652762105,0.00026259343736519645,0.09086501163692785,0.28076923076923077,0.09693225931740143,0.10052234300657917
397,0,0,CADC0884,1.0,0.28846153846153844,0.07267441860465117,0.5821694694540276,0.1823256282799939,0.42699191131629305,0.01363983294509117,0.2828280187828981,0.0,0.2,0.25,0.07083333333333333,0.1015625,0.003276007401225197,0.00024124052147347339,0.09328937160589605,0.28846153846153844,0.0718469355048108,0.07453037527566136
398,0,1,CADC0884,1.0,0.27307692307692305,0.0687984496124031,0.591603897650946,0.2035420399203805,0.4511523705159396,0.010453074304769334,0.2674674545602843,0.0,0.2,0.25,0.041666666666666664,0.1015625,0.003899008219455853,0.00025666815748248754,0.08844065166795965,0.27307692307692305,0.08432064161313699,0.08741595631616374
399,0,1,CADC0884,1.0,0.29230769230769227,0.07364341085271318,0.5958665449207062,0.1754749784455092,0.41889313736693784,0.01229412374323452,0.28218135013228834,0.0,0.2,0.25,0.07916666666666666,0.1171875,0.0031123545459184436,0.0002526716223693448,0.09450155159038014,0.2923076923076923,0.06831427880129272,0.07087606426740367
400,0,1,CADC0884,1.0,0.28076923076923077,0.07073643410852713,0.6020949644403455,0.16120404037522046,0.4014979048706934,0.010984059438016953,0.27648725003893937,0.0,0.2,0.25,0.05,0.0859375,0.0029859680244082444,0.00025092370424724674,0.09086501163692785,0.28076923076923077,0.06511189244983488,0.06752344403313139
401,0,1,CADC0884,1.0,0.29615384615384616,0.07461240310077519,0.5865466889753457,0.24437708854667536,0.4943414569177579,0.016104743464774515,0.2640300285039296,0.0,0.2,0.25,0.041666666666666664,0.1171875,0.003980850692853679,0.0002761830363925444,0.09571373157486424,0.29615384615384616,0.09400600198310617,0.09754505148027008
402,0,1,CADC0884,1.0,0.28846153846153844,0.07267441860465117,0.5543324462260358,0.38640094672876957,0.6216088379940261,0.012834513694055971,0.25619519473782093,0.0,0.2,0.25,0.0375,0.10546875,0.006310791704979454,0.00023576242446378078,0.09328937160589605,0.28846153846153844,0.1522645179382492,0.15795150596769428
403,0,0,CADC0884,1.0,0.29615384615384616,0.07461240310077519,0.5334025665508959,0.39254375107379885,0.6265304218204872,0.012199772995358252,0.2713014673567516,0.0,0.2,0.25,0.0375,0.10546875,0.006299435154550208,0.00028956010531476175,0.09571373157486424,0.29615384615384616,0.15100216170364375,0.15668694897789945
404,0,1,CADC0884,1.0,0.3346153846153846,0.08430232558139535,0.5077614174849845,0.38220057958947173,0.6182209706817032,0.012409780165369422,0.29494895307778424,0.0,0.2,0.25,0.04583333333333333,0.1171875,0.004999761094593395,0.00017855106501458821,0.1078355314197052,0.3346153846153846,0.13138260545849942,0.13649961220779563
405,0,1,CADC0884,1.0,0.30769230769230765,0.07751937984496124,0.5238865134080126,0.3771320623361583,0.6141080015173249,0.013109639411307251,0.28676138019145475,0.0,0.2,0.25,0.05,0.10546875,0.005765898004435184,0.00022824229818731777,0.09935027152831652,0.3076923076923077,0.14007111503625524,0.14540336772118567
406,0,0,CADC0884,1.0,0.29230769230769227,0.07364341085271318,0.5685604395829109,0.3887530068247437,0.6234978863314347,0.011149454774239155,0.2701516727140059,0.0,0.2,0.25,0.058333333333333334,0.10546875,0.006375698617655795,0.00022335566507207907,0.09450155159038014,0.2923076923076923,0.15134568773033538,0.15702115103029993
407,0,1,CADC0884,1.0,0.29615384615384616,0.07461240310077519,0.5574863212485038,0.34075801418859003,0.5837418115516907,0.012940889604559795,0.2858024106177509,0.0,0.2,0.25,0.07083333333333333,0.09765625,0.005638966846233109,0.00026695359461897966,0.09571373157486424,0.29615384615384616,0.13108143135571063,0.13601626172297537
408,0,1,CADC0884,1.0,0.3038461538461538,0.07655038759689922,0.5962313121422885,0.3718257771057829,0.6097723659442648,0.014588702756867154,0.28505564108595033,0.0,0.2,0.25,0.075,0.12109375,0.00604548634941836,0.0004703661124784982,0.09813809154383243,0.3038461538461538,0.13970611811318118,0.14500531570706093
409,0,1,CADC0884,1.0,0.3384615384615384,0.08527131782945736,0.582972559493526,0.5071622588633636,0.7121511751978087,0.011589511127711588,0.28895331874878794,0.0,0.2,0.25,0.0625,0.1171875,0.006724390254818568,0.00045678509354552107,0.1090477114041893,0.3384615384615385,0.17250341799501578,0.17924183277031022
410,0,0,CADC0884,1.0,0.3,0.0755813953488372,0.5813269360219393,0.5406244564286273,0.735269775924425,0.012292710511712462,0.2634018439966111,0.021739130434782608,0.2,0.25,0.05416666666666667,0.11328125,0.008686335644846962,0.0005106653599114119,0.09692591155934834,0.3,0.20551860569465366,0.2132852971983981
411,0,1,CADC0884,1.0,0.3346153846153846,0.08430232558139535,0.5252056947906588,0.5641477911558614,0.7510959255354513,0.012757495469647155,0.2911239914717482,0.0,0.2,0.25,0.03333333333333333,0.109375,0.007320890337794494,0.0002695908310942428,0.1078355314197052,0.3346153846153846,0.19392750985655519,0.20148047603952
412,0,1,CADC0884,1.0,0.32307692307692304,0.0813953488372093,0.5341971801545952,0.48746713061008806,0.6981862826410995,0.012619700521960757,0.2864405265854206,0.0,0.2,0.25,0.0625,0.125,0.006822656988920421,0.00037170321191832444,0.10419899146625292,0.3230769230769231,0.17309253051948859,0.1797716444787741
413,0,1,CADC0884,1.0,0.33076923076923076,0.08333333333333333,0.47834385959421094,0.4944790383123607,0.7031898904241257,0.014820761385001352,0.3064453910980663,0.0,0.2,0.25,0.058333333333333334,0.1015625,0.0072019659436038715,0.0007231527171547691,0.1066233514352211,0.33076923076923076,0.17180639289059338,0.17847759858184362
414,0,1,CADC0884,1.0,0.3384615384615384,0.08527131782945736,0.47683407399732913,0.5908487052258236,0.7686651646836405,0.012983462674651468,0.28818892657464595,0.0,0.2,0.25,0.0375,0.10546875,0.007584606703396149,0.00025607628572605614,0.1090477114041893,0.3384615384615385,0.20096807163396357,0.2088183869417037
415,0,0,CADC0884,1.0,0.3423076923076923,0.08624031007751938,0.43935388049940005,0.643603068362877,0.8022473282064717,0.0106727601995327,0.2884366280626722,0.0,0.2,0.25,0.05,0.1015625,0.008450367808386585,0.00037214817106461515,0.1102598913886734,0.3423076923076923,0.21663132464211798,0.22511791262714498
416,0,1,CADC0884,1.0,0.3538461538461538,0.08914728682170543,0.4019734513824405,0.6474266601347569,0.804626862748202,0.011847262083021719,0.30984982102904524,0.0,0.2,0.25,0.0375,0.0859375,0.008347920441077166,0.0003490952701592936,0.11389643134212568,0.35384615384615387,0.2113147278992251,0.21966165966066997
417,0,0,CADC0884,1.0,0.35,0.08817829457364341,0.39975628844846084,0.6414120498395285,0.8008806060694877,0.012459529088646712,0.3120582449508516,0.0,0.2,0.25,0.03333333333333333,0.08984375,0.008273732070070152,0.0002022651133209537,0.11268425135764158,0.35,0.2114878495563192,0.2198191890937534
418,0,1,CADC0884,1.0,0.35,0.08817829457364341,0.41743627586517795,0.6746070201335802,0.8213433505423564,0.012396347801373782,0.30879868625967877,0.0,0.2,0.25,0.020833333333333332,0.09375,0.008673331059655561,0.000222816233621905,0.11268425135764158,0.35,0.22243297116000182,0.23119548215442146
419,0,1,CADC0884,1.0,0.3538461538461538,0.08914728682170543,0.4216750736397761,0.7227285518488914,0.8501333487032559,0.013072565425915492,0.3196694206635026,0.0,0.2,0.25,0.0375,0.0859375,0.009268989859410371,0.00029638459583437697,0.11389643134212568,0.35384615384615387,0.23589264496328047,0.24521040444846542
420,0,0,CADC0884,1.0,0.3384615384615384,0.08527131782945736,0.4240797899607293,0.7009280124235443,0.837213260054199,0.01347552564476711,0.32395398693120026,0.0,0.2,0.25,0.041666666666666664,0.07421875,0.010345568599150557,0.0006767808626516453,0.1090477114041893,0.3384615384615385,0.23840984970428816,0.24772273446747167
421,0,0,CADC0884,1.0,0.36153846153846153,0.09108527131782945,0.38253029704096647,0.5660505731225046,0.7523615357865471,0.01850522797258467,0.34973399991496873,0.0,0.2,0.25,0.041666666666666664,0.109375,0.0081114242369307,0.0003286679797634546,0.11632079131109387,0.36153846153846153,0.18109574366119266,0.18828630996341802
422,0,1,CADC0884,1.0,0.31153846153846154,0.07848837209302326,0.3120593806596978,0.40137476667941785,0.6335388002428723,0.01679031221390899,0.3550974539361161,0.0,0.2,0.25,0.029166666666666667,0.05078125,0.008399524783789457,0.0008581301329399936,0.10056245151280062,0.31153846153846154,0.1473810941595235,0.15301138316007049
423,0,1,CADC0884,1.0,0.36153846153846153,0.09108527131782945,0.384125918052484,0.5879484083926804,0.7667762541630331,0.01731497257406029,0.345730203193922,0.0,0.2,0.25,0.029166666666666667,0.078125,0.008348704349759744,0.0005463145051490356,0.11632079131109387,0.36153846153846153,0.18810148652431177,0.19557022202838265
424,0,1,CADC0884,1.0,0.3384615384615384,0.08527131782945736,0.37089331584279334,0.6277312148381178,0.7922934030792859,0.015273130063025837,0.340159027589588,0.0,0.2,0.25,0.0375,0.09765625,0.009647653699290852,0.00046217013171510527,0.1090477114041893,0.3384615384615385,0.21351308826547008,0.22185344328523415
425,0,1,CADC0884,1.0,0.38076923076923075,0.09593023255813954,0.33947464856329707,0.5920517576659793,0.7694473301799152,0.019101687348701976,0.35408798540675746,0.0,0.2,0.25,0.04583333333333333,0.10546875,0.007470343198274161,0.00031085051747419137,0.12238169123351436,0.38076923076923075,0.18047962999171174,0.18773254971145947
426,0,1,CADC0884,1.0,0.39999999999999997,0.10077519379844961,0.37943693340643947,0.6530837109880243,0.808134561921469,0.013649415335026366,0.3281204284015523,0.0,0.2,0.25,0.041666666666666664,0.0859375,0.0074242887347023695,0.0006537919316848815,0.12844259115593484,0.4,0.19011669483057675,0.19784018556775287
427,0,0,CADC0884,1.0,0.4576923076923077,0.11531007751937984,0.3621490563464413,0.6589785928343422,0.8117736042887956,0.014413552421353108,0.3380985348677048,0.021739130434782608,0.2,0.25,0.05,0.1015625,0.006053489222649942,0.00034062230406484037,0.1466252909231963,0.4576923076923077,0.16899550136434127,0.17604806954148586
428,0,1,CADC0884,1.0,0.45,0.11337209302325581,0.3657497653223158,0.6444036905058932,0.8027461629425028,0.014051450648362586,0.3343599331667827,0.0,0.2,0.25,0.058333333333333334,0.08984375,0.006097445101222135,0.0005257451118883544,0.1442009309542281,0.45,0.1679232056116125,0.17490881097503813
429,0,0,CADC0884,1.0,0.45,0.11337209302325581,0.3489802613689407,0.6956719998886951,0.8340683423832248,0.019690804217439913,0.3617121320791515,0.0,0.2,0.25,0.0375,0.09375,0.006981503421438894,0.00032886911983001437,0.1442009309542281,0.45,0.18128305904640662,0.18882443431256704
430,0,1,CADC0884,1.0,0.43076923076923074,0.10852713178294573,0.36775403527387285,0.7106521341035518,0.8430007244265542,0.01907720468161251,0.3571870535651504,0.0,0.2,0.25,0.041666666666666664,0.07421875,0.007845259467225033,0.0005700989152126573,0.1381400310318076,0.4307692307692308,0.19296764007147232,0.20092755523409553
431,0,1,CADC0884,1.0,0.5076923076923077,0.12790697674418605,0.39403070636370807,0.7244501031701046,0.8511452708875741,0.01987069363949477,0.3637377212028272,0.021739130434782608,0.2,0.25,0.07083333333333333,0.17578125,0.006406870610441049,0.0004792468594550248,0.16238363072148954,0.5076923076923077,0.1684100717073066,0.17556749976482225
432,0,1,CADC0884,1.0,0.48461538461538456,0.12209302325581396,0.3761552331993353,0.5510943241805025,0.7423554135649474,0.014306384735564878,0.3327459733774352,0.021739130434782608,0.2,0.25,0.08333333333333333,0.15625,0.0046165439745356595,0.00029326904968548384,0.15511055081458494,0.48461538461538456,0.13389016588157282,0.13953553482653566
433,0,0,CADC0884,1.0,0.5653846153846154,0.14244186046511625,0.31897747903627366,0.567074677033388,0.7530418244764625,0.02088013930706374,0.36611944785291073,0.0,0.2,0.25,0.029166666666666667,0.046875,0.004458026351351835,0.0006991025833168199,0.18056633048875098,0.5653846153846154,0.11898546595930641,0.12412870869200669
434,0,1,CADC0884,1.0,0.5615384615384615,0.14147286821705424,0.2929025480720558,0.5320244315118,0.7293980936640478,0.020147123393626704,0.3683896708622155,0.0,0.2,0.25,0.058333333333333334,0.08203125,0.004131402589265957,0.0004394773515591358,0.17935415050426687,0.5615384615384615,0.11236072374000876,0.117212664093994
435,0,1,CADC0884,1.0,0.6115384615384615,0.15406976744186046,0.20247138930981873,0.30522957311121623,0.5524726236846204,0.030878120035275635,0.404378079908672,0.021739130434782608,0.2,0.25,0.05,0.10546875,0.0022189870775016786,0.00017195129905901507,0.19511249030256012,0.6115384615384616,0.05941456251266349,0.06201172603495574
436,0,1,CADC0884,1.0,0.573076923076923,0.1443798449612403,0.21348876435370906,0.3297667910332832,0.574250169983593,0.030522503330080573,0.40165100601389414,0.0,0.2,0.25,0.016666666666666666,0.078125,0.0029227668889749434,0.0005257034567452127,0.18299069045771915,0.573076923076923,0.06830566159571808,0.07126412338301832
437,0,0,CADC0884,1.0,0.5807692307692307,0.14631782945736432,0.25749623299446245,0.5112107189245599,0.7149879536804823,0.029876397923919825,0.40565794650409503,0.0,0.2,0.25,0.0375,0.078125,0.00420788516866455,0.00037135764096985657,0.18541505042668735,0.5807692307692308,0.10454836535091418,0.10908536989574581
438,0,1,CADC0884,1.0,0.5961538461538461,0.1501937984496124,0.2320762676108853,0.24312231331502032,0.49307068562944784,0.016968841789068725,0.3548437371492497,0.021739130434782608,0.2,0.25,0.06666666666666667,0.125,0.0017158073873154225,0.00022572315762894296,0.19026377036462375,0.5961538461538461,0.04849357335672461,0.05060587012167433
439,0,1,CADC0884,1.0,0.6346153846153846,0.15988372093023256,0.25274705065842457,0.3177694558561971,0.5637072835516745,0.01868416110349474,0.36897477597394157,0.0,0.2,0.25,0.12916666666666665,0.18359375,0.0020961526103617082,0.0001951706052551774,0.2023855702094647,0.6346153846153846,0.059697766884393856,0.06232032775303986
440,0,0,CADC0884,1.0,0.5230769230769231,0.13178294573643412,0.3138248607813306,0.6409210432374004,0.8005740040190303,0.0230902731184359,0.38351339960193365,0.0,0.2,0.25,0.05416666666666667,0.09375,0.005716467813197505,0.0004446111933866814,0.1672323506594259,0.5230769230769231,0.1448247794777339,0.15101000444482707
441,0,1,CADC0884,1.0,0.5923076923076923,0.14922480620155038,0.25676186356186004,0.4468768696299753,0.6684861007554145,0.020214416573369913,0.3760270259651378,0.0,0.2,0.25,0.05416666666666667,0.09375,0.0030991553275092347,0.00016252924921277156,0.18905159038013963,0.5923076923076923,0.08968842189860915,0.09359152915883302
442,0,1,CADC0884,1.0,0.6076923076923076,0.15310077519379844,0.24414224664038736,0.37733934566225436,0.6142767465977031,0.01801528483734422,0.3659743541775826,0.0,0.2,0.25,0.041666666666666664,0.1015625,0.0024978848103885285,0.00022307185236527155,0.19390031031807603,0.6076923076923076,0.073896272171296,0.07712366961160323
443,1,1,CADC0873,0.0,0.19538461538461538,0.27325581395348836,2.4685175743716826e-05,9.467470898981182e-10,2.4380526653760435e-05,0.013528978216412801,0.2527956453662716,0.021739130434782608,0.4,0.5,0.004166666666666667,0.03125,1.3765910420799716e-11,8.150527187587948e-12,0.01071567106283941,0.19230769230769232,5.417599868411434e-10,1.1138839289117148e-10
444,1,0,CADC0873,0.0,0.35846153846153844,0.4786821705426356,3.942500302742037e-05,1.5672337673485346e-09,3.301660174803939e-05,0.04258714043275381,0.19021429810005075,0.06521739130434782,0.8,1.0,0.016666666666666666,0.03125,2.4808759343985507e-10,1.929107948534199e-10,0.025746702870442204,0.3553846153846154,5.055399395615348e-10,1.0396811953950402e-10
445,0,1,CADC0873,0.0,0.1676923076923077,0.2393410852713178,1.465035474101589e-05,5.005044749143301e-10,1.62840949791712e-05,0.02200091564719553,0.15218786274655854,0.0,0.2,0.25,0.3375,0.328125,2.901015221711144e-13,7.050466350024289e-13,0.010909619860356864,0.16538461538461538,3.362580906148012e-10,6.805604970696675e-11
446,1,1,CADC0873,0.0,0.20692307692307693,0.2887596899224806,4.322798834855801e-05,1.7636925371839578e-09,3.5387710018316756e-05,0.019835364756440092,0.24617950131299332,0.0,0.2,0.25,0.004166666666666667,0.00390625,4.521246532803248e-11,2.901535505655128e-11,0.012024825446082233,0.20461538461538462,9.483782128650226e-10,1.9585800223935586e-10
447,1,1,CADC0873,0.0,0.17538461538461536,0.24806201550387597,2.7604693509957485e-05,1.484838015657987e-09,3.1979486787563695e-05,0.02981265387070862,0.20311980977055644,0.021739130434782608,0.4,0.5,0.008333333333333333,0.015625,4.2286050447905566e-10,3.8602605039406935e-10,0.01071567106283941,0.1723076923076923,9.275248577081827e-10,1.9205232954457895e-10
448,0,1,CADC0873,0.0,0.1669230769230769,0.23740310077519378,2.7352633791732406e-05,1.6964937493585063e-09,3.4591802799265414e-05,0.014274770962144204,0.23958855209006807,0.0,0.2,0.25,0.30833333333333335,0.328125,3.266222835105873e-12,1.0753108661654654e-12,0.010861132660977501,0.16384615384615384,1.1044393620313827e-09,2.2902487326163262e-10
449,0,0,CADC0873,0.0,0.17538461538461536,0.24903100775193798,3.5642780598460675e-05,2.7746763635345817e-09,4.594283749765347e-05,0.011365300897664028,0.2609865703936525,0.0,0.2,0.25,0.3333333333333333,0.3515625,4.787609657466037e-12,1.1787454451044133e-12,0.011685415050426688,0.17307692307692307,1.7198873748650003e-09,3.5644721526310123e-10
450,1,0,CADC0873,0.0,0.35230769230769227,0.47189922480620156,3.3839575573313775e-05,8.440060391373039e-10,2.2711104384823498e-05,0.06007222742985721,0.16627061774749752,0.043478260869565216,0.4,0.5,0.008333333333333333,0.01171875,2.0873911598101866e-10,1.994749313683262e-10,0.026619472459270755,0.35,2.7700129581778426e-10,5.5944268157617215e-11
451,1,1,CADC0873,0.0,0.17923076923076925,0.25290697674418605,3.257340254078588e-05,5.865916955845506e-10,1.8048746098623554e-05,0.014446419837387224,0.27777124802147,0.021739130434782608,0.4,0.5,0.004166666666666667,0.015625,2.5986206814099352e-11,1.8180856746774294e-11,0.01134600465477114,0.17615384615384616,3.684004330008406e-10,7.508665235545903e-11
452,1,0,CADC0873,0.0,0.16923076923076924,0.24031007751937983,3.392903202442624e-05,7.834224744581623e-10,2.1681540866731232e-05,0.013024406956808579,0.24428695514747623,0.0,0.2,0.25,0.17083333333333334,0.1875,4.3691216219140795e-12,2.5453393733819117e-12,0.010327773467804498,0.16615384615384615,5.127420751858291e-10,1.0526472510276361e-10
453,1,1,CADC0873,0.0,0.3769230769230769,0.501937984496124,3.3637360905289266e-05,8.092211246774813e-10,2.2124381287124117e-05,0.03447670812062616,0.1197157856780616,0.0,0.2,0.25,0.6666666666666666,0.6953125,5.698815060104887e-13,6.96666056577169e-13,0.029431730023273855,0.37384615384615383,2.483944810977006e-10,5.008020405892663e-11
454,0,1,CADC0873,0.0,0.19846153846153847,0.2771317829457364,3.5829538567935764e-05,2.6664815505995837e-09,4.4915433085709947e-05,0.01056417481821801,0.2682328467383557,0.0,0.2,0.25,0.37916666666666665,0.390625,4.102151894171566e-12,1.384832244100698e-12,0.013818851823118695,0.19538461538461538,1.4824193226791973e-09,3.0826045600407695e-10
455,0,1,CADC0873,0.0,0.14692307692307693,0.21220930232558138,2.2686313685360062e-05,1.2766899483126695e-09,2.922834807401407e-05,0.0113587481798888,0.25144510223600963,0.0,0.2,0.25,0.2833333333333333,0.28515625,3.3735562122338093e-12,1.1871645166673187e-12,0.006497284716834756,0.14384615384615385,9.33309255960856e-10,1.9313927734033277e-10
456,0,1,CADC0873,0.0,0.14923076923076922,0.21511627906976744,3.176108787748023e-05,2.4762455662203764e-09,4.3058098515895366e-05,0.011420329235472843,0.24508591994866116,0.0,0.2,0.25,0.2375,0.2734375,6.781228344562953e-12,1.7754160779364054e-12,0.004994181536074476,0.14615384615384616,1.7671733098578197e-09,3.675008380096652e-10
457,1,1,CADC0873,0.0,0.15000000000000002,0.21608527131782945,2.9111614132589163e-05,2.2430755119462217e-09,4.06834715371242e-05,0.03157656809806952,0.32004066064847136,0.0,0.2,0.25,0.004166666666666667,0.00390625,8.254337265912061e-11,5.1675424561340885e-11,0.005042668735453841,0.14692307692307693,1.5956265864216004e-09,3.316390285562825e-10
458,1,0,CADC0873,0.0,0.13769230769230767,0.20058139534883723,3.851323772995995e-05,1.8665377159899175e-09,3.6577821574579736e-05,0.02914779304499916,0.17837616129887335,0.0,0.2,0.25,0.12083333333333333,0.15625,9.70440242349051e-12,5.2939551425727726e-12,0.004266873545384019,0.1346153846153846,1.4318993755835044e-09,2.973071543897187e-10
459,0,1,CADC0873,0.0,0.13,0.19089147286821706,3.1568335032205436e-05,9.417967853337875e-10,2.4302117001965444e-05,0.03069114428077926,0.15300568122422084,0.0,0.2,0.25,0.18333333333333332,0.20703125,8.673464886891411e-12,6.302005651895462e-12,0.0037820015515903803,0.12692307692307692,7.705330466720996e-10,1.5902870226326058e-10
460,0,1,CADC0873,0.0,0.16923076923076924,0.24031007751937983,3.471145455712412e-05,2.0393771157166103e-09,3.850819310748729e-05,0.010792522446636435,0.2557825920615317,0.0,0.2,0.25,0.22916666666666666,0.2578125,1.0075588385764362e-11,7.125818840731774e-12,0.006254848719937937,0.16615384615384615,1.3084948496360666e-09,2.717200417876484e-10
461,0,1,CADC0873,0.0,0.1453846153846154,0.21027131782945735,3.2679053857796197e-05,8.105279613972621e-10,2.2146635807401554e-05,0.02712438140992798,0.18349460608974832,0.0,0.2,0.25,0.21666666666666667,0.24609375,7.08594064255417e-12,5.367506444319306e-12,0.0047517455391776564,0.1423076923076923,6.055640283411945e-10,1.246108629312191e-10
462,0,1,CADC0873,0.0,0.13846153846153847,0.2015503875968992,3.8798334142110916e-05,8.35626194439202e-10,2.257081647851238e-05,0.016877733499820434,0.2408583389970037,0.021739130434782608,0.2,0.25,0.1125,0.12109375,9.655516479275645e-12,8.037936015214026e-12,0.004315360744763383,0.13538461538461538,6.504728057357522e-10,1.3397384553480654e-10
463,1,1,CADC0873,0.0,0.12846153846153846,0.18895348837209303,2.8024765656225044e-05,5.489126769413178e-10,1.7292020520655196e-05,0.018559054271451922,0.23154220174462126,0.021739130434782608,0.4,0.25,0.07083333333333333,0.12109375,2.115375794455098e-11,1.6562023086787244e-11,0.003685027152831653,0.12538461538461537,4.6409036366374625e-10,9.498480329618213e-11
464,1,1,CADC0873,0.0,0.19692307692307692,0.2751937984496124,3.0288721550859533e-05,1.4485995272421034e-09,3.151456330831803e-05,0.025814340377428982,0.2813467221214276,0.021739130434782608,0.4,0.5,0.008333333333333333,0.03125,7.66224045479897e-11,5.1802339362310005e-11,0.008000387897595034,0.19384615384615383,8.165514599278617e-10,1.6889974813434092e-10
