id,channel,category,start,end,test_samples,detected
id_165,channel_43,Anomaly,2011-12-28 04:02:39.780000,2011-12-28 04:02:47.868000,2,True
id_166,channel_43,Anomaly,2012-01-07 03:42:26.865000,2012-01-07 03:42:39.777000,2,True
id_169,channel_43,Rare Event,2012-06-20 22:45:09.750000,2012-06-20 22:53:09.750000,18,False
id_172,channel_43,Anomaly,2012-09-19 13:42:51,2012-09-19 13:43:09,1,True
id_174,channel_43,Rare Event,2012-10-04 15:43:39.735000,2012-10-04 16:32:09.735000,103,False
id_175,channel_43,Rare Event,2012-12-06 12:45:09.723000,2012-12-06 12:47:09.723000,6,False
id_175,channel_43,Rare Event,2012-12-06 13:05:39.723000,2012-12-06 13:09:09.723000,9,False
id_24,channel_43,Rare Event,2012-12-18 11:50:09.723000,2012-12-18 12:02:09.723000,26,False
id_24,channel_43,Rare Event,2012-12-19 00:28:09.723000,2012-12-19 00:39:09.723000,24,False
id_24,channel_43,Rare Event,2012-12-19 05:47:09.723000,2012-12-19 06:01:39.723000,31,False
id_176,channel_43,Anomaly,2013-02-09 23:44:53.799000,2013-02-09 23:44:53.799000,1,True
id_177,channel_43,Anomaly,2013-03-24 16:57:39.705000,2013-03-24 16:57:41.793000,2,True
id_14,channel_43,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 16:49:09.684000,60130,False
id_180,channel_43,Rare Event,2013-08-12 02:55:39.681000,2013-08-12 03:11:39.681000,35,False
id_180,channel_43,Rare Event,2013-08-12 05:55:39.681000,2013-08-12 06:11:39.681000,35,False
id_180,channel_43,Rare Event,2013-08-12 08:55:09.681000,2013-08-12 09:11:39.681000,36,False
id_180,channel_43,Rare Event,2013-08-12 11:55:09.681000,2013-08-12 12:11:39.681000,36,True
id_180,channel_43,Rare Event,2013-08-12 14:55:09.681000,2013-08-12 15:11:39.681000,36,False
id_180,channel_43,Rare Event,2013-08-12 17:55:09.681000,2013-08-12 18:11:39.681000,36,False
id_180,channel_43,Rare Event,2013-08-12 20:55:09.681000,2013-08-12 21:11:39.681000,36,True
id_180,channel_43,Rare Event,2013-08-12 23:55:09.681000,2013-08-13 00:11:39.681000,36,False
id_180,channel_43,Rare Event,2013-08-13 02:55:39.681000,2013-08-13 03:08:09.681000,28,False
id_180,channel_43,Rare Event,2013-08-13 21:05:09.681000,2013-08-13 21:07:02.181000,5,False
id_180,channel_43,Rare Event,2013-08-13 21:52:09.681000,2013-08-13 21:56:09.681000,9,False
id_180,channel_43,Rare Event,2013-08-14 18:59:39.681000,2013-08-15 02:04:39.681000,893,True
id_183,channel_43,Anomaly,2013-09-05 18:32:23.763000,2013-09-05 18:32:23.763000,1,True
id_182,channel_43,Rare Event,2013-09-12 02:00:39.675000,2013-09-12 02:02:09.675000,4,False
id_182,channel_43,Rare Event,2013-09-12 02:21:09.675000,2013-09-12 02:21:09.675000,1,False
id_182,channel_43,Rare Event,2013-09-12 02:22:09.675000,2013-09-12 02:22:39.675000,2,False
id_184,channel_43,Anomaly,2013-10-01 01:13:39.672000,2013-10-01 01:13:44.760000,2,True
id_186,channel_43,Anomaly,2013-11-11 05:27:23.754000,2013-11-11 05:27:23.754000,1,True
id_187,channel_43,Anomaly,2013-11-19 14:57:17.751000,2013-11-19 14:57:17.751000,1,True
id_157,channel_44,Anomaly,2011-04-19 07:22:09.819000,2011-04-19 07:35:09.819000,28,False
id_155,channel_44,Rare Event,2011-04-21 23:58:39.819000,2011-04-21 23:59:39.819000,3,False
id_155,channel_44,Rare Event,2011-04-22 00:17:39.819000,2011-04-22 00:19:39.819000,5,False
id_155,channel_44,Rare Event,2011-04-22 01:37:09.819000,2011-04-22 01:38:39.819000,4,False
id_155,channel_44,Rare Event,2011-04-24 03:55:09.819000,2011-04-24 03:56:39.819000,4,False
id_155,channel_44,Rare Event,2011-04-24 05:14:39.819000,2011-04-24 05:16:39.819000,5,False
id_155,channel_44,Rare Event,2011-04-24 06:03:09.819000,2011-04-24 06:05:09.819000,5,False
id_159,channel_44,Rare Event,2011-06-09 03:00:39.813000,2011-06-09 03:12:09.813000,25,False
id_159,channel_44,Rare Event,2011-06-09 03:24:09.813000,2011-06-09 03:24:09.813000,1,False
id_159,channel_44,Rare Event,2011-06-09 03:25:39.813000,2011-06-09 03:25:39.813000,1,False
id_160,channel_44,Anomaly,2011-08-12 19:57:32.889000,2011-08-12 19:57:39.801000,2,True
id_51,channel_44,Rare Event,2011-08-14 19:12:39.801000,2011-08-14 20:31:39.801000,167,False
id_49,channel_44,Rare Event,2011-10-08 07:15:06.792000,2011-10-08 08:47:09.792000,1852,False
id_164,channel_44,Rare Event,2011-11-24 17:17:39.786000,2011-11-24 17:21:09.786000,8,False
id_164,channel_44,Rare Event,2011-11-24 17:39:09.786000,2011-11-24 17:41:09.786000,5,False
id_165,channel_44,Anomaly,2011-12-28 04:02:39.780000,2011-12-28 04:02:47.868000,2,True
id_166,channel_44,Anomaly,2012-01-07 03:42:26.865000,2012-01-07 03:42:39.777000,2,True
id_169,channel_44,Rare Event,2012-06-20 22:45:09.750000,2012-06-20 22:53:09.750000,18,False
id_172,channel_44,Anomaly,2012-09-19 13:42:51,2012-09-19 13:43:09,1,True
id_174,channel_44,Rare Event,2012-10-04 15:42:39.735000,2012-10-04 16:43:39.735000,129,False
id_175,channel_44,Rare Event,2012-12-06 12:45:09.723000,2012-12-06 12:47:09.723000,6,False
id_175,channel_44,Rare Event,2012-12-06 13:05:39.723000,2012-12-06 13:09:09.723000,9,False
id_24,channel_44,Rare Event,2012-12-18 06:32:09.723000,2012-12-18 06:47:02.223000,32,False
id_24,channel_44,Rare Event,2012-12-18 11:56:09.723000,2012-12-18 12:03:09.723000,16,False
id_24,channel_44,Rare Event,2012-12-19 00:28:39.723000,2012-12-19 00:38:39.723000,22,False
id_176,channel_44,Anomaly,2013-02-09 23:44:53.799000,2013-02-09 23:44:53.799000,1,True
id_177,channel_44,Anomaly,2013-03-24 16:57:39.705000,2013-03-24 16:57:41.793000,2,True
id_14,channel_44,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 16:49:09.684000,60130,True
id_180,channel_44,Rare Event,2013-08-12 02:55:39.681000,2013-08-12 03:11:39.681000,35,False
id_180,channel_44,Rare Event,2013-08-12 05:55:39.681000,2013-08-12 06:11:39.681000,35,True
id_180,channel_44,Rare Event,2013-08-12 08:55:09.681000,2013-08-12 09:11:39.681000,36,False
id_180,channel_44,Rare Event,2013-08-12 11:55:09.681000,2013-08-12 12:11:39.681000,36,False
id_180,channel_44,Rare Event,2013-08-12 14:55:09.681000,2013-08-12 15:11:39.681000,36,True
id_180,channel_44,Rare Event,2013-08-12 17:55:09.681000,2013-08-12 18:11:39.681000,36,False
id_180,channel_44,Rare Event,2013-08-12 20:55:09.681000,2013-08-12 21:11:39.681000,36,False
id_180,channel_44,Rare Event,2013-08-12 23:55:09.681000,2013-08-13 00:11:39.681000,36,True
id_180,channel_44,Rare Event,2013-08-13 02:55:39.681000,2013-08-13 03:08:09.681000,28,False
id_180,channel_44,Rare Event,2013-08-13 21:05:09.681000,2013-08-13 21:07:02.181000,5,False
id_180,channel_44,Rare Event,2013-08-13 21:52:09.681000,2013-08-13 21:56:09.681000,9,False
id_180,channel_44,Rare Event,2013-08-14 19:07:02.181000,2013-08-15 02:04:39.681000,878,True
id_183,channel_44,Anomaly,2013-09-05 18:32:23.763000,2013-09-05 18:32:23.763000,1,True
id_182,channel_44,Rare Event,2013-09-12 02:00:39.675000,2013-09-12 02:02:09.675000,4,False
id_182,channel_44,Rare Event,2013-09-12 02:21:09.675000,2013-09-12 02:21:09.675000,1,False
id_182,channel_44,Rare Event,2013-09-12 02:22:09.675000,2013-09-12 02:22:39.675000,2,False
id_184,channel_44,Anomaly,2013-10-01 01:13:39.672000,2013-10-01 01:13:44.760000,2,True
id_186,channel_44,Anomaly,2013-11-11 05:27:23.754000,2013-11-11 05:27:23.754000,1,True
id_187,channel_44,Anomaly,2013-11-19 14:57:17.751000,2013-11-19 14:57:17.751000,1,True
id_157,channel_45,Anomaly,2011-04-19 07:10:09.819000,2011-04-19 07:34:09.819000,51,False
id_155,channel_45,Rare Event,2011-04-21 23:58:39.819000,2011-04-21 23:59:39.819000,3,False
id_155,channel_45,Rare Event,2011-04-22 00:17:39.819000,2011-04-22 00:19:39.819000,5,False
id_155,channel_45,Rare Event,2011-04-22 01:37:09.819000,2011-04-22 01:38:39.819000,4,False
id_55,channel_45,Rare Event,2011-04-23 08:19:39.819000,2011-04-23 08:19:39.819000,1,False
id_155,channel_45,Rare Event,2011-04-24 03:55:09.819000,2011-04-24 03:57:09.819000,6,False
id_155,channel_45,Rare Event,2011-04-24 05:14:39.819000,2011-04-24 05:16:39.819000,5,False
id_155,channel_45,Rare Event,2011-04-24 06:03:09.819000,2011-04-24 06:05:09.819000,5,False
id_159,channel_45,Rare Event,2011-06-09 03:00:39.813000,2011-06-09 03:16:39.813000,34,False
id_159,channel_45,Rare Event,2011-06-09 03:24:09.813000,2011-06-09 03:24:09.813000,1,False
id_159,channel_45,Rare Event,2011-06-09 03:25:39.813000,2011-06-09 03:25:39.813000,1,False
id_160,channel_45,Anomaly,2011-08-12 19:57:32.889000,2011-08-12 19:57:39.801000,2,True
id_51,channel_45,Rare Event,2011-08-14 19:12:39.801000,2011-08-14 20:31:39.801000,167,False
id_49,channel_45,Rare Event,2011-10-08 07:15:06.792000,2011-10-08 08:47:09.792000,1852,False
id_164,channel_45,Rare Event,2011-11-24 17:17:39.786000,2011-11-24 17:21:09.786000,8,False
id_164,channel_45,Rare Event,2011-11-24 17:39:09.786000,2011-11-24 17:41:09.786000,5,False
id_165,channel_45,Anomaly,2011-12-28 04:02:39.780000,2011-12-28 04:02:47.868000,2,True
id_166,channel_45,Anomaly,2012-01-07 03:42:26.865000,2012-01-07 03:42:39.777000,2,True
id_169,channel_45,Rare Event,2012-06-20 22:45:09.750000,2012-06-20 22:53:09.750000,18,False
id_172,channel_45,Anomaly,2012-09-19 13:42:51,2012-09-19 13:43:09,1,True
id_174,channel_45,Rare Event,2012-10-04 15:28:09.735000,2012-10-04 16:28:39.735000,128,False
id_175,channel_45,Rare Event,2012-12-06 12:45:09.723000,2012-12-06 12:47:09.723000,6,False
id_175,channel_45,Rare Event,2012-12-06 13:05:39.723000,2012-12-06 13:09:09.723000,9,False
id_24,channel_45,Rare Event,2012-12-18 11:52:39.723000,2012-12-18 12:02:39.723000,22,False
id_24,channel_45,Rare Event,2012-12-19 00:28:09.723000,2012-12-19 00:38:39.723000,23,False
id_176,channel_45,Anomaly,2013-02-09 23:44:53.799000,2013-02-09 23:44:53.799000,1,True
id_177,channel_45,Anomaly,2013-03-24 16:57:39.705000,2013-03-24 16:57:41.793000,2,True
id_14,channel_45,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 16:49:09.684000,60130,False
id_180,channel_45,Rare Event,2013-08-12 02:55:39.681000,2013-08-12 03:11:39.681000,35,False
id_180,channel_45,Rare Event,2013-08-12 05:55:39.681000,2013-08-12 06:11:39.681000,35,False
id_180,channel_45,Rare Event,2013-08-12 08:55:09.681000,2013-08-12 09:11:39.681000,36,True
id_180,channel_45,Rare Event,2013-08-12 11:55:09.681000,2013-08-12 12:11:39.681000,36,False
id_180,channel_45,Rare Event,2013-08-12 14:55:09.681000,2013-08-12 15:11:39.681000,36,False
id_180,channel_45,Rare Event,2013-08-12 17:55:09.681000,2013-08-12 18:11:39.681000,36,True
id_180,channel_45,Rare Event,2013-08-12 20:55:09.681000,2013-08-12 21:11:39.681000,36,False
id_180,channel_45,Rare Event,2013-08-12 23:55:09.681000,2013-08-13 00:11:39.681000,36,False
id_180,channel_45,Rare Event,2013-08-13 02:55:39.681000,2013-08-13 03:08:09.681000,28,True
id_180,channel_45,Rare Event,2013-08-13 21:05:09.681000,2013-08-13 21:07:02.181000,5,False
id_180,channel_45,Rare Event,2013-08-13 21:52:09.681000,2013-08-13 21:56:09.681000,9,False
id_180,channel_45,Rare Event,2013-08-14 18:59:39.681000,2013-08-15 02:04:39.681000,893,True
id_183,channel_45,Anomaly,2013-09-05 18:32:23.763000,2013-09-05 18:32:23.763000,1,True
id_182,channel_45,Rare Event,2013-09-12 02:00:39.675000,2013-09-12 02:02:09.675000,4,False
id_182,channel_45,Rare Event,2013-09-12 02:21:09.675000,2013-09-12 02:21:09.675000,1,False
id_182,channel_45,Rare Event,2013-09-12 02:22:09.675000,2013-09-12 02:22:39.675000,2,False
id_184,channel_45,Anomaly,2013-10-01 01:13:39.672000,2013-10-01 01:13:44.760000,2,True
id_186,channel_45,Anomaly,2013-11-11 05:27:23.754000,2013-11-11 05:27:23.754000,1,True
id_187,channel_45,Anomaly,2013-11-19 14:57:17.751000,2013-11-19 14:57:17.751000,1,True
id_155,channel_46,Rare Event,2011-04-21 23:58:39.819000,2011-04-21 23:59:39.819000,3,False
id_155,channel_46,Rare Event,2011-04-22 00:17:39.819000,2011-04-22 00:19:39.819000,5,False
id_155,channel_46,Rare Event,2011-04-22 01:37:09.819000,2011-04-22 01:38:39.819000,4,False
id_155,channel_46,Rare Event,2011-04-24 03:54:39.819000,2011-04-24 03:57:09.819000,7,False
id_155,channel_46,Rare Event,2011-04-24 05:14:39.819000,2011-04-24 05:16:39.819000,5,False
id_155,channel_46,Rare Event,2011-04-24 06:03:09.819000,2011-04-24 06:05:09.819000,5,False
id_159,channel_46,Rare Event,2011-06-09 03:00:39.813000,2011-06-09 03:14:09.813000,29,False
id_159,channel_46,Rare Event,2011-06-09 03:24:09.813000,2011-06-09 03:24:09.813000,1,False
id_159,channel_46,Rare Event,2011-06-09 03:25:39.813000,2011-06-09 03:25:39.813000,1,False
id_160,channel_46,Anomaly,2011-08-12 19:57:32.889000,2011-08-12 19:57:39.801000,2,True
id_51,channel_46,Rare Event,2011-08-14 19:12:39.801000,2011-08-14 20:31:39.801000,167,False
id_49,channel_46,Rare Event,2011-10-08 07:15:06.792000,2011-10-08 08:47:09.792000,1852,False
id_164,channel_46,Rare Event,2011-11-24 17:17:39.786000,2011-11-24 17:21:09.786000,8,False
id_164,channel_46,Rare Event,2011-11-24 17:39:09.786000,2011-11-24 17:41:09.786000,5,False
id_165,channel_46,Anomaly,2011-12-28 04:02:39.780000,2011-12-28 04:02:47.868000,2,True
id_166,channel_46,Anomaly,2012-01-07 03:42:26.865000,2012-01-07 03:42:39.777000,2,True
id_169,channel_46,Rare Event,2012-06-20 22:45:09.750000,2012-06-20 22:53:09.750000,18,False
id_172,channel_46,Anomaly,2012-09-19 13:42:51,2012-09-19 13:43:09,1,True
id_174,channel_46,Rare Event,2012-10-04 15:39:09.735000,2012-10-04 16:38:09.735000,125,False
id_175,channel_46,Rare Event,2012-12-06 12:45:09.723000,2012-12-06 12:47:09.723000,6,False
id_175,channel_46,Rare Event,2012-12-06 13:05:39.723000,2012-12-06 13:09:09.723000,9,False
id_24,channel_46,Rare Event,2012-12-18 11:55:39.723000,2012-12-18 12:02:39.723000,16,False
id_24,channel_46,Rare Event,2012-12-19 00:28:09.723000,2012-12-19 00:38:39.723000,23,False
id_176,channel_46,Anomaly,2013-02-09 23:44:53.799000,2013-02-09 23:44:53.799000,1,True
id_177,channel_46,Anomaly,2013-03-24 16:57:39.705000,2013-03-24 16:57:41.793000,2,True
id_14,channel_46,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 16:49:09.684000,60130,False
id_180,channel_46,Rare Event,2013-08-12 02:55:39.681000,2013-08-12 03:11:39.681000,35,False
id_180,channel_46,Rare Event,2013-08-12 05:55:39.681000,2013-08-12 06:11:39.681000,35,False
id_180,channel_46,Rare Event,2013-08-12 07:56:09.681000,2013-08-12 07:56:09.681000,1,False
id_180,channel_46,Rare Event,2013-08-12 08:55:09.681000,2013-08-12 09:11:39.681000,36,False
id_180,channel_46,Rare Event,2013-08-12 11:55:09.681000,2013-08-12 12:11:39.681000,36,True
id_180,channel_46,Rare Event,2013-08-12 14:55:09.681000,2013-08-12 15:11:39.681000,36,False
id_180,channel_46,Rare Event,2013-08-12 17:55:09.681000,2013-08-12 18:11:39.681000,36,False
id_180,channel_46,Rare Event,2013-08-12 20:15:09.681000,2013-08-12 20:15:09.681000,1,False
id_180,channel_46,Rare Event,2013-08-12 20:55:09.681000,2013-08-12 21:11:39.681000,36,True
id_180,channel_46,Rare Event,2013-08-12 23:55:09.681000,2013-08-13 00:11:39.681000,36,False
id_180,channel_46,Rare Event,2013-08-13 02:55:39.681000,2013-08-13 03:08:09.681000,28,False
id_180,channel_46,Rare Event,2013-08-13 21:05:09.681000,2013-08-13 21:07:02.181000,5,False
id_180,channel_46,Rare Event,2013-08-13 21:52:09.681000,2013-08-13 21:56:09.681000,9,False
id_180,channel_46,Rare Event,2013-08-14 18:56:39.681000,2013-08-15 02:04:39.681000,900,True
id_183,channel_46,Anomaly,2013-09-05 18:32:23.763000,2013-09-05 18:32:23.763000,1,True
id_182,channel_46,Rare Event,2013-09-12 02:00:39.675000,2013-09-12 02:02:09.675000,4,False
id_182,channel_46,Rare Event,2013-09-12 02:22:09.675000,2013-09-12 02:22:09.675000,1,False
id_184,channel_46,Anomaly,2013-10-01 01:13:39.672000,2013-10-01 01:13:44.760000,2,True
id_186,channel_46,Anomaly,2013-11-11 05:27:23.754000,2013-11-11 05:27:23.754000,1,True
id_187,channel_46,Anomaly,2013-11-19 14:57:17.751000,2013-11-19 14:57:17.751000,1,True
id_155,channel_47,Rare Event,2011-04-21 23:55:39.819000,2011-04-24 15:39:39.819000,7649,False
id_51,channel_47,Rare Event,2011-08-14 19:14:39.801000,2011-08-14 20:45:39.801000,183,False
id_49,channel_47,Rare Event,2011-10-08 07:08:39.792000,2011-10-08 17:33:09.792000,2907,False
id_11,channel_47,Anomaly,2012-04-20 23:00:09.762000,2012-04-21 10:27:09.762000,1375,False
id_174,channel_47,Rare Event,2012-10-04 15:27:39.735000,2012-10-06 06:08:09.735000,4642,False
id_176,channel_47,Anomaly,2013-02-09 23:45:39.711000,2013-02-09 23:51:09.711000,12,False
id_177,channel_47,Anomaly,2013-03-24 16:57:09.705000,2013-03-24 17:11:09.705000,30,False
id_14,channel_47,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 19:25:39.684000,57579,False
id_180,channel_47,Rare Event,2013-08-11 20:10:39.681000,2013-08-16 17:29:09.681000,14078,False
id_183,channel_47,Anomaly,2013-09-05 19:37:39.678000,2013-09-06 12:10:09.678000,1986,False
id_184,channel_47,Anomaly,2013-10-01 01:14:39.672000,2013-10-01 01:18:39.672000,9,False
id_186,channel_47,Anomaly,2013-11-11 05:27:39.666000,2013-11-11 05:31:09.666000,8,False
id_187,channel_47,Anomaly,2013-11-19 14:58:09.663000,2013-11-19 15:04:09.663000,13,False
id_155,channel_48,Rare Event,2011-04-21 22:47:39.819000,2011-04-24 21:03:09.819000,8432,False
id_160,channel_48,Anomaly,2011-08-12 19:58:09.801000,2011-08-12 20:22:39.801000,50,False
id_51,channel_48,Rare Event,2011-08-14 19:15:09.801000,2011-08-14 20:44:09.801000,179,False
id_49,channel_48,Rare Event,2011-10-08 07:15:09.792000,2011-10-08 15:44:09.792000,2675,False
id_11,channel_48,Anomaly,2012-04-20 23:00:09.762000,2012-04-21 10:27:09.762000,1375,False
id_174,channel_48,Rare Event,2012-10-04 15:27:39.735000,2012-10-06 06:21:09.735000,4668,False
id_176,channel_48,Anomaly,2013-02-09 23:45:09.711000,2013-02-10 00:06:09.711000,43,False
id_177,channel_48,Anomaly,2013-03-24 16:58:39.705000,2013-03-24 17:11:09.705000,26,False
id_14,channel_48,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 19:01:09.684000,57530,False
id_180,channel_48,Rare Event,2013-08-11 20:20:09.681000,2013-08-16 16:32:39.681000,13946,False
id_183,channel_48,Anomaly,2013-09-05 19:37:39.678000,2013-09-06 12:10:09.678000,1986,False
id_184,channel_48,Anomaly,2013-10-01 01:14:39.672000,2013-10-01 01:19:39.672000,11,False
id_186,channel_48,Anomaly,2013-11-11 05:28:09.666000,2013-11-11 05:37:39.666000,20,False
id_187,channel_48,Anomaly,2013-11-19 14:57:39.663000,2013-11-19 15:07:09.663000,20,False
id_155,channel_49,Rare Event,2011-04-21 23:08:39.819000,2011-04-24 16:25:09.819000,7834,False
id_160,channel_49,Anomaly,2011-08-12 19:58:09.801000,2011-08-12 20:05:39.801000,16,False
id_51,channel_49,Rare Event,2011-08-14 19:16:39.801000,2011-08-14 20:42:39.801000,173,False
id_49,channel_49,Rare Event,2011-10-08 07:12:39.792000,2011-10-08 17:00:09.792000,2833,False
id_166,channel_49,Anomaly,2012-01-07 03:42:39.777000,2012-01-07 03:54:09.777000,24,False
id_11,channel_49,Anomaly,2012-04-20 23:00:09.762000,2012-04-21 10:27:09.762000,1375,False
id_174,channel_49,Rare Event,2012-10-04 15:37:39.735000,2012-10-06 06:13:09.735000,4632,False
id_176,channel_49,Anomaly,2013-02-09 23:45:39.711000,2013-02-09 23:52:09.711000,14,False
id_177,channel_49,Anomaly,2013-03-24 16:57:41.793000,2013-03-24 17:02:09.705000,10,False
id_14,channel_49,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 19:21:39.684000,57571,False
id_180,channel_49,Rare Event,2013-08-11 20:10:39.681000,2013-08-16 16:23:09.681000,13946,False
id_183,channel_49,Anomaly,2013-09-05 19:37:39.678000,2013-09-06 12:10:09.678000,1986,False
id_184,channel_49,Anomaly,2013-10-01 01:14:09.672000,2013-10-01 01:24:09.672000,21,False
id_186,channel_49,Anomaly,2013-11-11 05:27:39.666000,2013-11-11 05:32:09.666000,10,False
id_187,channel_49,Anomaly,2013-11-19 14:58:09.663000,2013-11-19 15:06:09.663000,17,False
id_155,channel_50,Rare Event,2011-04-21 22:15:52.197000,2011-04-24 17:33:52.197000,2693,False
id_51,channel_50,Rare Event,2011-08-14 19:15:52.179000,2011-08-14 20:36:52.179000,55,False
id_49,channel_50,Rare Event,2011-10-08 07:12:52.170000,2011-10-08 17:32:22.170000,414,False
id_11,channel_50,Anomaly,2012-04-20 23:00:52.140000,2012-04-21 10:27:52.140000,459,False
id_174,channel_50,Rare Event,2012-10-04 22:15:52.113000,2012-10-06 05:08:22.110000,1236,False
id_176,channel_50,Anomaly,2013-02-09 23:45:52.092000,2013-02-09 23:51:52.092000,5,False
id_177,channel_50,Anomaly,2013-03-24 16:59:22.080000,2013-03-24 17:11:22.080000,9,False
id_14,channel_50,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 19:57:52.062000,19215,False
id_180,channel_50,Rare Event,2013-08-11 19:38:22.056000,2013-08-16 19:02:22.056000,4777,False
id_186,channel_50,Anomaly,2013-11-11 05:29:22.041000,2013-11-11 05:30:52.044000,2,False
id_187,channel_50,Anomaly,2013-11-19 14:59:22.041000,2013-11-19 15:03:52.044000,4,False
id_155,channel_51,Rare Event,2011-04-21 22:42:52.197000,2011-04-24 19:00:52.197000,2733,False
id_160,channel_51,Anomaly,2011-08-12 19:57:52.179000,2011-08-12 20:15:52.179000,13,False
id_51,channel_51,Rare Event,2011-08-14 19:17:22.176000,2011-08-14 20:38:22.176000,55,False
id_49,channel_51,Rare Event,2011-10-08 07:23:22.170000,2011-10-08 15:44:22.170000,335,False
id_11,channel_51,Anomaly,2012-04-20 23:00:52.140000,2012-04-21 10:27:52.140000,459,False
id_174,channel_51,Rare Event,2012-10-04 17:00:52.113000,2012-10-06 05:50:22.110000,1474,False
id_176,channel_51,Anomaly,2013-02-09 23:45:52.092000,2013-02-09 23:53:22.089000,6,False
id_177,channel_51,Anomaly,2013-03-24 16:59:22.080000,2013-03-24 17:12:52.083000,10,False
id_14,channel_51,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 20:18:52.062000,19229,False
id_180,channel_51,Rare Event,2013-08-11 18:47:22.056000,2013-08-16 16:32:22.056000,4711,False
id_186,channel_51,Anomaly,2013-11-11 05:29:22.041000,2013-11-11 05:35:22.041000,5,False
id_187,channel_51,Anomaly,2013-11-19 14:59:22.041000,2013-11-19 15:03:52.044000,4,False
id_155,channel_52,Rare Event,2011-04-21 22:51:52.197000,2011-04-24 17:03:52.197000,2649,False
id_160,channel_52,Anomaly,2011-08-12 19:57:52.179000,2011-08-12 20:02:22.179000,4,False
id_51,channel_52,Rare Event,2011-08-14 19:17:22.176000,2011-08-14 20:39:52.179000,56,False
id_49,channel_52,Rare Event,2011-10-08 07:21:52.170000,2011-10-08 16:30:52.170000,367,False
id_166,channel_52,Anomaly,2012-01-07 03:42:52.158000,2012-01-07 03:53:22.155000,8,False
id_11,channel_52,Anomaly,2012-04-20 23:00:52.140000,2012-04-21 10:27:52.140000,459,False
id_174,channel_52,Rare Event,2012-10-04 22:09:52.113000,2012-10-06 05:50:22.110000,1268,False
id_176,channel_52,Anomaly,2013-02-09 23:44:22.089000,2013-02-09 23:51:52.092000,6,False
id_177,channel_52,Anomaly,2013-03-24 16:59:22.080000,2013-03-24 17:29:22.080000,21,False
id_14,channel_52,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 19:50:22.059000,19210,False
id_180,channel_52,Rare Event,2013-08-11 19:38:22.056000,2013-08-16 15:21:52.059000,4630,False
id_184,channel_52,Anomaly,2013-10-01 01:14:22.050000,2013-10-01 01:27:52.050000,10,False
id_186,channel_52,Anomaly,2013-11-11 05:27:52.044000,2013-11-11 05:32:22.041000,4,False
id_187,channel_52,Anomaly,2013-11-19 14:59:22.041000,2013-11-19 15:08:22.041000,7,False
id_155,channel_57,Rare Event,2011-04-21 23:06:17.313000,2011-04-24 20:05:17.313000,8279,False
id_174,channel_57,Rare Event,2012-10-04 15:15:47.229000,2012-10-06 02:42:47.229000,4255,True
id_180,channel_57,Rare Event,2013-08-12 03:35:47.175000,2013-08-16 04:45:17.175000,11660,True
id_155,channel_58,Rare Event,2011-04-21 23:06:17.313000,2011-04-24 23:56:17.313000,8741,False
id_174,channel_58,Rare Event,2012-10-04 15:24:47.229000,2012-10-06 03:54:47.229000,4381,True
id_180,channel_58,Rare Event,2013-08-12 01:29:17.175000,2013-08-16 06:04:47.175000,12072,True
id_155,channel_59,Rare Event,2011-04-21 23:02:17.313000,2011-04-24 23:39:47.313000,8716,False
id_174,channel_59,Rare Event,2012-10-04 15:27:47.229000,2012-10-06 02:12:47.229000,4171,True
id_180,channel_59,Rare Event,2013-08-12 02:44:17.175000,2013-08-15 21:01:17.175000,10835,True
id_155,channel_60,Rare Event,2011-04-21 23:22:47.313000,2011-04-25 00:45:47.313000,8807,False
id_174,channel_60,Rare Event,2012-10-04 15:21:47.229000,2012-10-06 03:54:47.229000,4387,True
id_180,channel_60,Rare Event,2013-08-12 04:08:47.175000,2013-08-15 22:16:17.175000,10816,True
id_180,channel_61,Rare Event,2013-08-12 15:12:38.505000,2013-08-15 15:12:38.505000,290,False
id_180,channel_62,Rare Event,2013-08-12 15:12:38.505000,2013-08-15 15:12:38.505000,290,False
id_180,channel_63,Rare Event,2013-08-12 15:12:38.505000,2013-08-15 15:12:38.505000,290,False
id_33,channel_64,Rare Event,2009-03-08 13:47:03.135000,2009-03-08 13:47:03.135000,1,False
id_134,channel_64,Anomaly,2009-05-26 17:28:36.120000,2009-05-30 14:35:18.120000,1619,True
id_153,channel_64,Anomaly,2011-01-28 22:29:18.030000,2011-01-28 23:59:18.030000,31,True
id_157,channel_64,Anomaly,2011-04-19 07:20:18.018000,2011-04-19 08:53:18.018000,32,True
id_33,channel_65,Rare Event,2009-03-08 13:47:03.135000,2009-03-08 13:47:03.135000,1,False
id_134,channel_65,Anomaly,2009-05-26 17:28:36.120000,2009-05-30 14:35:18.120000,1619,True
id_34,channel_65,Rare Event,2009-06-10 20:08:18.120000,2009-06-10 23:35:18.120000,2,False
